review_id,destination_id,hotel_id,rating,sentiment,review,review_date
495,13,493,4.0,Positive,Highly recommended.,2023-10-11
496,49,176,3.6,Neutral,Average experience.,2023-05-22
497,153,291,3.7,Neutral,Decent place.,2023-12-22
498,134,326,4.5,Positive,Loved the stay.,2024-04-21
499,30,476,3.5,Neutral,Average experience.,2024-04-09
500,38,443,4.5,Positive,Excellent service!,2023-07-14
501,142,302,3.8,Neutral,Decent place.,2025-01-03
502,16,147,4.4,Positive,Loved the stay.,2023-06-21
503,92,267,3.9,Neutral,Decent place.,2024-09-16
504,48,56,4.6,Positive,Excellent service!,2024-06-12
505,92,159,4.5,Positive,Excellent service!,2024-02-01
506,116,88,3.6,Neutral,Decent place.,2024-01-02
507,124,317,4.0,Positive,Excellent service!,2024-06-20
508,172,83,3.9,Neutral,Decent place.,2024-03-06
509,113,335,3.0,Neutral,Decent place.,2024-09-19
510,1,14,3.5,Neutral,Decent place.,2024-08-16
511,167,362,5.0,Positive,Highly recommended.,2025-01-13
512,71,337,4.1,Positive,Loved the stay.,2024-05-18
513,158,278,3.1,Neutral,Could be better.,2024-07-07
514,102,330,3.9,Neutral,Average experience.,2024-11-17
515,91,253,4.2,Positive,Loved the stay.,2024-03-17
516,177,239,4.9,Positive,Excellent service!,2023-06-17
517,140,180,4.1,Positive,Highly recommended.,2023-01-27
518,13,227,3.9,Neutral,Average experience.,2023-07-13
519,2,257,4.1,Positive,Great experience!,2023-02-13
520,186,415,4.5,Positive,Beautiful place.,2025-01-05
521,5,225,2.7,Negative,Very disappointed.,2025-01-02
522,102,330,4.3,Positive,Great experience!,2024-12-10
523,58,270,4.2,Positive,Excellent service!,2023-08-16
524,115,249,4.2,Positive,Great experience!,2023-03-04
525,196,260,3.5,Neutral,Decent place.,2023-05-28
526,99,433,2.7,Negative,Bad service.,2024-05-18
527,7,115,4.1,Positive,Highly recommended.,2023-07-15
528,165,40,3.3,Neutral,It was okay.,2024-08-23
529,60,414,4.3,Positive,Beautiful place.,2024-12-25
530,96,238,4.4,Positive,Beautiful place.,2024-06-06
531,96,238,4.1,Positive,Excellent service!,2024-08-06
532,99,279,3.5,Neutral,Could be better.,2024-03-18
533,3,246,4.3,Positive,Beautiful place.,2023-07-04
534,183,203,3.7,Neutral,It was okay.,2024-06-18
535,97,459,4.6,Positive,Great experience!,2024-06-20
536,137,157,4.5,Positive,Highly recommended.,2024-05-28
537,71,337,3.3,Neutral,Average experience.,2024-07-26
538,69,97,3.6,Neutral,Could be better.,2024-05-26
539,184,381,2.8,Negative,Bad service.,2023-12-13
540,18,319,4.1,Positive,Beautiful place.,2024-09-09
541,61,140,4.0,Positive,Loved the stay.,2024-05-29
542,15,197,4.5,Positive,Loved the stay.,2023-07-30
543,188,392,3.0,Neutral,Could be better.,2023-02-05
544,32,104,5.0,Positive,Loved the stay.,2023-09-04
545,56,483,3.4,Neutral,It was okay.,2024-04-11
546,141,368,4.1,Positive,Beautiful place.,2025-01-05
547,144,264,4.6,Positive,Great experience!,2023-04-02
548,71,114,4.4,Positive,Excellent service!,2023-07-24
549,91,253,4.3,Positive,Excellent service!,2024-05-10
550,164,387,3.8,Neutral,Could be better.,2023-08-18
551,162,262,3.8,Neutral,Could be better.,2023-11-15
552,78,5,4.0,Positive,Great experience!,2024-11-23
553,191,444,3.2,Neutral,Average experience.,2023-08-25
554,119,294,3.3,Neutral,It was okay.,2024-04-04
555,90,96,4.8,Positive,Excellent service!,2023-09-30
556,48,56,3.8,Neutral,It was okay.,2023-12-26
557,30,343,4.0,Positive,Excellent service!,2023-08-05
558,182,196,2.8,Negative,Not recommended at all.,2023-12-11
559,35,469,3.6,Neutral,Could be better.,2024-06-04
560,143,59,4.7,Positive,Loved the stay.,2023-03-21
561,200,234,4.0,Positive,Great experience!,2024-12-30
562,95,30,4.6,Positive,Excellent service!,2023-06-13
563,21,348,5.0,Positive,Excellent service!,2023-01-30
564,36,23,4.0,Positive,Loved the stay.,2024-03-13
565,32,104,5.0,Positive,Beautiful place.,2024-05-26
566,104,208,4.0,Positive,Excellent service!,2024-07-25
567,193,355,4.0,Positive,Excellent service!,2024-05-24
568,76,214,4.9,Positive,Excellent service!,2024-01-05
569,117,8,4.2,Positive,Excellent service!,2024-06-06
570,155,418,4.7,Positive,Excellent service!,2024-03-11
571,97,377,4.7,Positive,Highly recommended.,2023-07-19
572,158,121,4.4,Positive,Beautiful place.,2024-08-06
573,163,458,4.5,Positive,Loved the stay.,2023-09-10
574,102,288,2.9,Negative,Bad service.,2024-08-11
575,140,180,3.6,Neutral,It was okay.,2024-01-20
576,71,20,4.2,Positive,Highly recommended.,2024-02-13
577,82,66,4.5,Positive,Great experience!,2024-09-05
578,200,234,4.8,Positive,Excellent service!,2023-12-17
579,73,431,3.4,Neutral,Could be better.,2023-06-10
580,7,68,3.6,Neutral,Average experience.,2024-05-21
581,19,492,3.4,Neutral,Average experience.,2024-05-30
582,93,312,4.5,Positive,Beautiful place.,2024-05-02
583,96,238,4.1,Positive,Great experience!,2024-06-09
584,132,145,3.4,Neutral,It was okay.,2025-01-10
585,24,250,4.2,Positive,Excellent service!,2023-06-29
586,19,492,3.8,Neutral,Decent place.,2024-05-16
587,137,157,4.6,Positive,Beautiful place.,2024-07-12
588,134,479,2.5,Negative,Terrible experience.,2023-08-25
589,171,9,4.1,Positive,Great experience!,2024-12-29
590,80,441,4.1,Positive,Loved the stay.,2024-10-20
591,104,100,3.8,Neutral,Could be better.,2024-02-19
592,78,32,3.9,Neutral,Average experience.,2024-03-30
593,158,278,3.1,Neutral,Average experience.,2023-06-24
594,183,127,4.1,Positive,Excellent service!,2024-08-09
595,50,293,4.6,Positive,Beautiful place.,2023-06-07
596,148,82,4.3,Positive,Great experience!,2024-12-29
597,23,94,3.7,Neutral,Could be better.,2025-01-11
598,40,369,4.8,Positive,Great experience!,2023-07-12
599,97,17,4.6,Positive,Excellent service!,2024-07-22
600,170,178,3.3,Neutral,Average experience.,2024-02-23
601,48,151,4.2,Positive,Excellent service!,2024-07-02
602,125,295,3.8,Neutral,Could be better.,2023-03-01
603,88,224,2.7,Negative,Not recommended at all.,2023-03-13
604,96,163,4.3,Positive,Excellent service!,2024-06-20
605,43,90,3.0,Neutral,It was okay.,2023-02-22
606,15,123,4.1,Positive,Excellent service!,2024-03-01
607,1,233,3.9,Neutral,Decent place.,2024-10-08
608,101,438,4.8,Positive,Excellent service!,2023-06-29
609,97,459,4.6,Positive,Loved the stay.,2023-05-21
610,87,421,4.1,Positive,Highly recommended.,2024-03-06
611,104,310,4.3,Positive,Excellent service!,2023-04-11
612,189,2,3.3,Neutral,It was okay.,2023-05-25
613,138,122,4.5,Positive,Loved the stay.,2023-12-19
614,15,315,3.9,Neutral,Average experience.,2024-07-10
615,147,467,3.7,Neutral,Average experience.,2024-06-15
616,112,298,4.4,Positive,Loved the stay.,2024-06-06
617,40,142,4.1,Positive,Great experience!,2024-01-08
618,12,50,3.5,Neutral,It was okay.,2024-01-18
619,22,148,3.9,Neutral,Could be better.,2025-01-10
620,125,295,4.1,Positive,Excellent service!,2024-05-30
621,25,360,4.5,Positive,Loved the stay.,2024-07-12
622,46,305,3.2,Neutral,Could be better.,2023-12-05
623,198,412,3.6,Neutral,Could be better.,2023-10-19
624,101,438,4.6,Positive,Loved the stay.,2023-07-06
625,192,346,3.6,Neutral,Decent place.,2023-05-28
626,40,142,4.1,Positive,Highly recommended.,2024-09-14
627,55,429,3.9,Neutral,Decent place.,2024-11-20
628,12,314,3.8,Neutral,It was okay.,2025-01-01
629,130,198,3.5,Neutral,Decent place.,2024-03-15
630,117,457,2.9,Negative,Bad service.,2023-06-24
631,19,70,3.8,Neutral,It was okay.,2023-10-27
632,40,413,4.0,Positive,Loved the stay.,2023-08-22
633,78,5,4.0,Positive,Great experience!,2024-12-02
634,89,190,4.2,Positive,Beautiful place.,2023-04-06
635,170,237,4.9,Positive,Loved the stay.,2024-05-23
636,160,318,3.5,Neutral,It was okay.,2023-10-27
637,50,1,3.7,Neutral,Could be better.,2023-08-19
638,57,74,3.8,Neutral,Could be better.,2023-08-24
639,190,79,3.4,Neutral,It was okay.,2023-10-27
640,89,136,3.2,Neutral,Could be better.,2023-02-13
641,113,335,3.4,Neutral,Average experience.,2024-09-03
642,158,472,4.1,Positive,Excellent service!,2024-05-31
643,111,175,3.7,Neutral,Decent place.,2024-08-18
644,143,59,3.4,Neutral,Average experience.,2024-10-27
645,91,213,4.7,Positive,Highly recommended.,2023-12-04
646,14,284,4.2,Positive,Great experience!,2023-01-25
647,130,340,4.8,Positive,Loved the stay.,2023-03-18
648,73,200,4.4,Positive,Highly recommended.,2024-06-21
649,117,77,2.9,Negative,Very disappointed.,2024-10-29
650,100,285,4.1,Positive,Beautiful place.,2023-06-24
651,162,358,4.1,Positive,Loved the stay.,2024-10-17
652,189,2,3.9,Neutral,Average experience.,2023-02-23
653,26,35,3.9,Neutral,Average experience.,2023-08-31
654,104,310,3.5,Neutral,Could be better.,2023-03-15
655,12,50,4.0,Positive,Loved the stay.,2023-09-21
656,73,431,4.1,Positive,Great experience!,2024-07-31
657,194,185,2.8,Negative,Bad service.,2024-06-11
658,169,400,3.4,Neutral,Could be better.,2024-12-09
659,83,468,4.8,Positive,Beautiful place.,2024-09-17
660,76,116,2.9,Negative,Bad service.,2023-04-27
661,22,57,3.6,Neutral,It was okay.,2024-06-03
662,134,488,4.7,Positive,Excellent service!,2023-04-23
663,44,48,3.3,Neutral,It was okay.,2023-02-07
664,98,353,2.9,Negative,Terrible experience.,2023-09-19
665,35,411,3.5,Neutral,It was okay.,2023-08-03
666,186,212,4.5,Positive,Highly recommended.,2023-03-12
667,88,224,3.1,Neutral,Could be better.,2024-06-19
668,182,263,4.3,Positive,Excellent service!,2023-11-25
669,137,321,4.0,Positive,Loved the stay.,2024-07-14
670,117,77,2.8,Negative,Not recommended at all.,2023-03-11
671,188,303,3.9,Neutral,It was okay.,2023-05-31
672,73,431,4.0,Positive,Excellent service!,2023-08-05
673,118,352,3.5,Neutral,Could be better.,2024-03-29
674,99,53,4.1,Positive,Excellent service!,2023-07-03
675,153,416,5.0,Positive,Highly recommended.,2024-10-07
676,35,469,3.4,Neutral,Could be better.,2024-08-03
677,80,386,3.6,Neutral,Could be better.,2023-03-13
678,200,258,5.0,Positive,Beautiful place.,2023-10-20
679,12,50,3.5,Neutral,Could be better.,2024-02-07
680,184,381,3.3,Neutral,Could be better.,2024-01-18
681,35,469,3.8,Neutral,Average experience.,2023-04-22
682,112,333,4.6,Positive,Excellent service!,2024-08-02
683,18,338,4.7,Positive,Beautiful place.,2024-02-10
684,46,372,3.9,Neutral,Average experience.,2024-09-20
685,76,289,4.6,Positive,Highly recommended.,2023-08-18
686,18,319,2.9,Negative,Terrible experience.,2023-09-10
687,141,368,5.0,Positive,Highly recommended.,2025-01-26
688,182,169,3.3,Neutral,Decent place.,2024-01-05
689,80,441,4.9,Positive,Great experience!,2023-05-28
690,174,73,4.5,Positive,Great experience!,2024-07-10
691,1,14,3.4,Neutral,Decent place.,2024-10-05
692,56,204,4.1,Positive,Loved the stay.,2024-10-23
693,83,489,4.5,Positive,Excellent service!,2024-04-15
694,3,246,5.0,Positive,Loved the stay.,2023-07-22
695,140,456,2.8,Negative,Very disappointed.,2024-11-18
696,119,454,4.1,Positive,Great experience!,2023-06-10
697,161,405,3.1,Neutral,It was okay.,2024-01-19
698,49,176,4.0,Positive,Beautiful place.,2024-10-24
699,173,19,3.3,Neutral,Average experience.,2024-10-27
700,196,260,3.8,Neutral,Decent place.,2023-07-22
701,115,10,4.1,Positive,Highly recommended.,2024-09-01
702,178,378,3.8,Neutral,Could be better.,2024-12-23
703,7,115,3.6,Neutral,Average experience.,2024-01-18
704,40,413,4.1,Positive,Highly recommended.,2024-08-29
705,179,336,4.1,Positive,Great experience!,2024-02-25
706,88,103,4.8,Positive,Loved the stay.,2023-08-25
707,200,91,3.5,Neutral,It was okay.,2023-02-06
708,198,412,4.0,Positive,Great experience!,2023-11-01
709,81,482,4.6,Positive,Excellent service!,2023-06-07
710,183,154,3.5,Neutral,Decent place.,2023-04-19
711,123,220,3.6,Neutral,Average experience.,2024-06-18
712,55,292,4.0,Positive,Loved the stay.,2023-08-09
713,144,268,3.9,Neutral,Could be better.,2023-10-07
714,26,331,4.8,Positive,Loved the stay.,2024-06-07
715,107,474,3.8,Neutral,Decent place.,2023-06-04
716,116,143,4.5,Positive,Highly recommended.,2023-02-25
717,22,57,3.6,Neutral,Average experience.,2024-07-16
718,141,368,5.0,Positive,Loved the stay.,2025-01-16
719,183,127,3.6,Neutral,It was okay.,2023-06-25
720,101,67,4.7,Positive,Beautiful place.,2024-01-22
721,188,392,3.6,Neutral,Average experience.,2024-10-12
722,83,489,4.4,Positive,Beautiful place.,2024-07-06
723,174,73,4.0,Positive,Loved the stay.,2024-03-16
724,182,263,3.6,Neutral,It was okay.,2023-02-11
725,59,439,4.4,Positive,Excellent service!,2024-07-15
726,130,340,4.3,Positive,Highly recommended.,2024-08-24
727,158,472,3.9,Neutral,Could be better.,2024-05-13
728,19,492,4.0,Positive,Loved the stay.,2023-06-06
729,30,343,2.9,Negative,Bad service.,2023-01-21
730,12,314,4.5,Positive,Beautiful place.,2024-01-05
731,38,465,4.2,Positive,Great experience!,2023-07-22
732,112,388,4.0,Positive,Loved the stay.,2024-02-10
733,156,409,3.9,Neutral,Average experience.,2024-12-04
734,90,491,4.1,Positive,Loved the stay.,2023-12-24
735,117,498,4.2,Positive,Beautiful place.,2023-10-29
736,91,253,4.5,Positive,Great experience!,2024-11-17
737,87,421,3.1,Neutral,Decent place.,2023-05-28
738,48,56,3.8,Neutral,Could be better.,2024-06-16
739,153,291,4.8,Positive,Loved the stay.,2024-09-21
740,21,348,5.0,Positive,Beautiful place.,2024-09-28
741,40,413,3.2,Neutral,Could be better.,2023-09-20
742,48,151,3.7,Neutral,Could be better.,2024-07-02
743,176,269,3.6,Neutral,Average experience.,2023-01-13
744,166,455,4.0,Positive,Highly recommended.,2023-10-07
745,101,99,4.0,Positive,Loved the stay.,2024-01-22
746,56,204,3.3,Neutral,Average experience.,2023-12-07
747,25,360,4.6,Positive,Highly recommended.,2023-06-18
748,192,366,4.6,Positive,Great experience!,2024-09-06
749,83,468,5.0,Positive,Highly recommended.,2023-05-27
750,182,196,3.5,Neutral,Decent place.,2023-01-20
751,34,370,3.9,Neutral,Decent place.,2025-01-05
752,80,386,4.1,Positive,Beautiful place.,2024-10-07
753,131,280,3.4,Neutral,It was okay.,2024-10-12
754,122,252,3.9,Neutral,Could be better.,2024-06-19
755,20,345,4.0,Positive,Great experience!,2023-08-10
756,144,268,3.3,Neutral,It was okay.,2023-03-17
757,149,139,3.9,Neutral,It was okay.,2024-10-17
758,22,57,3.5,Neutral,Average experience.,2024-05-17
759,107,474,3.6,Neutral,Decent place.,2023-03-30
760,63,33,4.1,Positive,Great experience!,2023-11-22
761,76,116,4.1,Positive,Beautiful place.,2024-11-23
762,120,371,3.6,Neutral,Decent place.,2024-04-11
763,63,33,3.4,Neutral,It was okay.,2023-04-12
764,73,200,4.1,Positive,Highly recommended.,2024-02-14
765,58,131,3.3,Neutral,Decent place.,2024-01-23
766,56,483,3.7,Neutral,Average experience.,2023-06-26
767,106,25,4.4,Positive,Loved the stay.,2024-03-19
768,38,465,4.3,Positive,Beautiful place.,2023-12-25
769,183,154,4.7,Positive,Great experience!,2023-08-07
770,192,346,4.3,Positive,Excellent service!,2023-05-12
771,76,289,5.0,Positive,Beautiful place.,2024-02-13
772,166,455,3.8,Neutral,Could be better.,2023-09-09
773,74,266,3.5,Neutral,Average experience.,2024-12-30
774,120,371,3.8,Neutral,It was okay.,2024-01-27
775,170,237,4.9,Positive,Beautiful place.,2024-05-28
776,144,264,4.7,Positive,Loved the stay.,2024-04-24
777,83,468,4.0,Positive,Loved the stay.,2025-01-13
778,158,165,3.5,Neutral,It was okay.,2024-06-15
779,130,301,4.4,Positive,Beautiful place.,2023-03-11
780,123,220,3.4,Neutral,Average experience.,2023-04-11
781,193,420,3.8,Neutral,It was okay.,2024-06-27
782,108,118,4.7,Positive,Loved the stay.,2023-11-05
783,55,292,3.1,Neutral,It was okay.,2023-03-25
784,13,359,4.0,Positive,Great experience!,2023-07-12
785,27,137,3.3,Neutral,Could be better.,2023-08-22
786,126,350,4.0,Positive,Loved the stay.,2024-05-19
787,173,69,3.6,Neutral,It was okay.,2023-05-24
788,43,90,4.3,Positive,Loved the stay.,2024-05-13
789,179,44,3.4,Neutral,Average experience.,2024-03-21
790,82,66,4.4,Positive,Highly recommended.,2024-07-21
791,35,469,3.7,Neutral,It was okay.,2024-05-29
792,42,332,4.5,Positive,Highly recommended.,2023-05-07
793,46,399,3.8,Neutral,Could be better.,2024-05-23
794,151,199,3.7,Neutral,It was okay.,2023-08-15
795,91,84,4.1,Positive,Loved the stay.,2023-01-16
796,99,53,4.4,Positive,Beautiful place.,2024-06-02
797,137,495,3.3,Neutral,Decent place.,2024-07-20
798,138,341,4.8,Positive,Beautiful place.,2025-01-14
799,4,265,3.9,Neutral,Average experience.,2023-08-02
800,96,42,3.8,Neutral,Average experience.,2024-06-03
801,123,220,3.2,Neutral,Decent place.,2024-09-11
802,142,302,3.4,Neutral,It was okay.,2023-09-08
803,104,276,3.1,Neutral,Decent place.,2023-06-13
804,92,159,4.3,Positive,Loved the stay.,2024-04-12
805,122,252,4.2,Positive,Great experience!,2024-01-06
806,52,11,3.4,Neutral,Decent place.,2023-03-18
807,50,1,4.2,Positive,Excellent service!,2023-03-23
808,123,220,3.1,Neutral,Decent place.,2024-06-06
809,19,492,2.8,Negative,Not recommended at all.,2024-01-27
810,192,346,4.3,Positive,Great experience!,2023-06-04
811,134,326,4.9,Positive,Excellent service!,2023-02-18
812,153,416,4.2,Positive,Beautiful place.,2023-08-13
813,24,138,3.8,Neutral,Decent place.,2024-06-26
814,188,303,3.3,Neutral,It was okay.,2024-08-22
815,183,127,3.3,Neutral,Decent place.,2023-06-04
816,84,500,3.5,Neutral,It was okay.,2023-06-17
817,38,443,3.9,Neutral,It was okay.,2023-04-28
818,89,425,3.0,Neutral,Average experience.,2024-09-19
819,63,33,3.5,Neutral,Could be better.,2023-05-14
820,83,489,5.0,Positive,Beautiful place.,2024-04-13
821,91,84,3.7,Neutral,Could be better.,2024-06-26
822,192,366,4.6,Positive,Beautiful place.,2023-09-15
823,196,445,4.8,Positive,Highly recommended.,2023-08-15
824,5,51,5.0,Positive,Loved the stay.,2024-02-06
825,172,182,3.9,Neutral,It was okay.,2023-02-18
826,84,500,3.5,Neutral,Decent place.,2023-10-24
827,136,277,3.9,Neutral,Could be better.,2023-02-23
828,81,236,4.0,Positive,Loved the stay.,2023-04-23
829,189,2,4.0,Positive,Loved the stay.,2023-05-25
830,116,410,4.7,Positive,Excellent service!,2023-08-01
831,133,108,4.0,Positive,Excellent service!,2023-12-16
832,124,349,4.3,Positive,Loved the stay.,2025-01-19
833,142,43,3.5,Neutral,Could be better.,2023-12-13
834,151,119,4.0,Positive,Excellent service!,2024-10-16
835,73,431,3.3,Neutral,Average experience.,2023-05-28
836,104,310,3.8,Neutral,Could be better.,2024-04-20
837,94,309,3.8,Neutral,Decent place.,2024-03-05
838,108,71,4.8,Positive,Beautiful place.,2023-07-27
839,82,66,4.8,Positive,Excellent service!,2024-01-06
840,39,419,4.3,Positive,Great experience!,2023-10-05
841,32,104,4.5,Positive,Excellent service!,2023-09-03
842,90,96,4.7,Positive,Loved the stay.,2023-10-02
843,75,134,4.4,Positive,Loved the stay.,2024-11-07
844,97,17,4.6,Positive,Excellent service!,2023-05-16
845,48,56,4.5,Positive,Excellent service!,2024-07-21
846,126,350,2.9,Negative,Terrible experience.,2023-10-08
847,33,391,4.4,Positive,Loved the stay.,2024-06-08
848,104,100,4.6,Positive,Great experience!,2023-07-18
849,171,9,3.6,Neutral,It was okay.,2024-10-19
850,149,139,3.8,Neutral,Could be better.,2023-06-08
851,114,228,3.9,Neutral,It was okay.,2025-01-16
852,100,453,3.5,Neutral,Average experience.,2024-06-05
853,124,373,4.1,Positive,Beautiful place.,2023-08-04
854,183,154,3.6,Neutral,Decent place.,2023-05-06
855,173,256,4.1,Positive,Beautiful place.,2023-05-28
856,170,245,3.5,Neutral,It was okay.,2024-02-17
857,88,428,3.8,Neutral,Decent place.,2024-02-21
858,127,254,4.7,Positive,Great experience!,2023-06-12
859,27,137,3.7,Neutral,It was okay.,2024-07-04
860,78,32,5.0,Positive,Great experience!,2024-08-05
861,96,238,4.9,Positive,Excellent service!,2023-07-21
862,130,198,3.6,Neutral,Average experience.,2023-10-02
863,55,429,4.4,Positive,Loved the stay.,2023-11-03
864,77,52,4.1,Positive,Great experience!,2023-05-22
865,59,323,5.0,Positive,Beautiful place.,2024-07-30
866,74,461,2.6,Negative,Not recommended at all.,2023-02-12
867,35,379,4.2,Positive,Loved the stay.,2023-05-30
868,23,94,4.2,Positive,Great experience!,2024-03-04
869,186,415,4.8,Positive,Great experience!,2023-02-05
870,143,29,4.3,Positive,Excellent service!,2024-12-13
871,144,268,3.6,Neutral,Average experience.,2024-12-31
872,106,171,4.1,Positive,Great experience!,2024-06-28
873,134,488,4.4,Positive,Loved the stay.,2024-04-06
874,173,19,3.5,Neutral,Average experience.,2023-08-05
875,112,298,3.6,Neutral,Decent place.,2024-05-13
876,130,211,2.8,Negative,Bad service.,2023-06-28
877,182,263,4.7,Positive,Excellent service!,2024-02-24
878,138,341,4.3,Positive,Beautiful place.,2024-01-11
879,19,117,3.0,Neutral,It was okay.,2023-09-30
880,33,166,4.8,Positive,Great experience!,2023-10-31
881,186,415,5.0,Positive,Beautiful place.,2023-02-12
882,134,479,2.5,Negative,Not recommended at all.,2023-08-28
883,149,37,2.9,Negative,Not recommended at all.,2024-04-09
884,7,115,4.0,Positive,Loved the stay.,2024-11-18
885,50,1,3.8,Neutral,It was okay.,2024-01-29
886,90,417,3.1,Neutral,Could be better.,2023-08-10
887,19,215,4.9,Positive,Highly recommended.,2023-02-10
888,184,381,3.5,Neutral,Could be better.,2024-08-14
889,16,162,5.0,Positive,Highly recommended.,2023-12-22
890,162,358,3.7,Neutral,Could be better.,2024-03-07
891,69,97,4.3,Positive,Great experience!,2024-11-29
892,35,379,3.1,Neutral,Average experience.,2023-06-08
893,142,302,3.6,Neutral,Average experience.,2024-09-27
894,22,57,3.5,Neutral,Decent place.,2024-07-18
895,138,87,4.6,Positive,Excellent service!,2024-06-28
896,177,192,4.3,Positive,Loved the stay.,2024-07-17
897,42,332,5.0,Positive,Excellent service!,2023-12-30
898,108,209,5.0,Positive,Beautiful place.,2023-03-04
899,18,338,4.5,Positive,Great experience!,2023-11-22
900,36,113,4.6,Positive,Great experience!,2024-10-01
901,40,478,4.2,Positive,Excellent service!,2024-10-21
902,76,232,4.5,Positive,Highly recommended.,2024-03-11
903,176,424,4.4,Positive,Great experience!,2024-01-21
904,197,499,4.2,Positive,Beautiful place.,2024-08-30
905,184,12,3.5,Neutral,Average experience.,2025-01-01
906,137,495,3.4,Neutral,It was okay.,2024-06-13
907,95,30,3.7,Neutral,Decent place.,2024-12-04
908,130,301,3.9,Neutral,Decent place.,2023-03-06
909,176,446,4.5,Positive,Beautiful place.,2023-11-24
910,44,48,3.3,Neutral,It was okay.,2024-12-07
911,92,159,4.1,Positive,Beautiful place.,2024-02-05
912,55,292,3.5,Neutral,Could be better.,2024-01-05
913,22,57,3.8,Neutral,Decent place.,2023-11-15
914,78,5,4.0,Positive,Great experience!,2024-07-04
915,81,365,4.3,Positive,Highly recommended.,2024-07-25
916,135,275,3.5,Neutral,It was okay.,2024-12-01
917,35,379,3.8,Neutral,Average experience.,2024-05-27
918,4,401,5.0,Positive,Excellent service!,2023-06-10
919,128,231,5.0,Positive,Loved the stay.,2023-07-06
920,16,147,4.0,Positive,Excellent service!,2024-11-27
921,177,7,3.2,Neutral,Could be better.,2023-06-23
922,77,223,3.5,Neutral,Decent place.,2024-06-20
923,77,52,4.5,Positive,Loved the stay.,2023-02-04
924,123,4,4.1,Positive,Loved the stay.,2024-04-22
925,69,97,4.1,Positive,Beautiful place.,2024-03-11
926,171,9,4.3,Positive,Excellent service!,2024-01-29
927,190,39,4.2,Positive,Great experience!,2024-05-12
928,180,188,3.3,Neutral,It was okay.,2025-01-19
929,12,50,4.6,Positive,Beautiful place.,2023-09-29
930,26,331,4.6,Positive,Highly recommended.,2024-08-31
931,90,417,4.1,Positive,Great experience!,2023-08-03
932,78,32,5.0,Positive,Highly recommended.,2024-03-26
933,5,225,3.4,Neutral,Decent place.,2025-01-02
934,2,257,4.2,Positive,Beautiful place.,2024-05-30
935,147,467,3.2,Neutral,Decent place.,2024-09-28
936,84,500,4.4,Positive,Highly recommended.,2024-06-18
937,76,271,4.2,Positive,Highly recommended.,2024-05-19
938,162,358,3.1,Neutral,Decent place.,2024-10-21
939,28,287,3.3,Neutral,Decent place.,2023-10-20
940,3,374,3.6,Neutral,Decent place.,2024-07-05
941,55,292,3.8,Neutral,It was okay.,2023-12-26
942,37,86,4.2,Positive,Excellent service!,2024-06-03
943,73,431,4.3,Positive,Beautiful place.,2023-05-28
944,40,369,4.5,Positive,Highly recommended.,2024-06-17
945,153,291,4.2,Positive,Great experience!,2023-08-22
946,88,428,2.5,Negative,Not recommended at all.,2023-12-25
947,95,30,4.1,Positive,Excellent service!,2024-06-27
948,188,392,3.7,Neutral,Decent place.,2024-10-16
949,36,300,3.6,Neutral,Decent place.,2024-10-28
950,36,300,4.5,Positive,Highly recommended.,2023-03-21
951,60,54,4.7,Positive,Excellent service!,2024-09-11
952,191,451,3.8,Neutral,Average experience.,2024-10-31
953,114,484,3.0,Neutral,It was okay.,2023-08-15
954,176,269,3.4,Neutral,It was okay.,2023-03-13
955,134,326,4.7,Positive,Excellent service!,2023-11-15
956,37,111,3.6,Neutral,Could be better.,2024-06-03
957,88,251,3.9,Neutral,It was okay.,2023-02-25
958,143,59,4.1,Positive,Highly recommended.,2024-08-18
959,101,99,3.7,Neutral,It was okay.,2024-02-12
960,101,177,4.4,Positive,Excellent service!,2024-01-20
961,89,222,4.0,Positive,Beautiful place.,2024-07-05
962,151,199,3.0,Neutral,It was okay.,2023-07-15
963,7,115,4.8,Positive,Beautiful place.,2023-07-16
964,122,252,4.4,Positive,Excellent service!,2023-05-20
965,62,21,4.4,Positive,Great experience!,2023-08-08
966,177,239,4.3,Positive,Beautiful place.,2024-04-20
967,102,330,3.9,Neutral,Average experience.,2024-08-17
968,113,335,3.9,Neutral,Average experience.,2023-12-18
969,91,84,5.0,Positive,Highly recommended.,2024-03-10
970,38,465,3.5,Neutral,It was okay.,2023-11-06
971,95,110,4.7,Positive,Highly recommended.,2024-11-11
972,149,37,3.9,Neutral,Decent place.,2023-12-19
973,190,124,3.7,Neutral,It was okay.,2024-09-20
974,181,243,3.2,Neutral,Could be better.,2024-02-01
975,138,341,4.9,Positive,Great experience!,2024-07-25
976,151,463,4.0,Positive,Great experience!,2024-06-24
977,50,296,4.3,Positive,Excellent service!,2023-07-26
978,126,350,2.9,Negative,Not recommended at all.,2023-12-02
979,106,25,5.0,Positive,Excellent service!,2024-02-22
980,59,439,4.2,Positive,Great experience!,2023-04-27
981,19,492,2.9,Negative,Very disappointed.,2024-03-25
982,155,261,3.6,Neutral,It was okay.,2023-07-26
983,120,133,3.5,Neutral,It was okay.,2023-06-04
984,27,137,3.4,Neutral,Could be better.,2023-05-26
985,16,147,4.4,Positive,Highly recommended.,2023-03-13
986,100,285,4.1,Positive,Beautiful place.,2023-11-26
987,89,222,4.5,Positive,Great experience!,2024-06-11
988,15,383,3.9,Neutral,Could be better.,2024-10-15
